order_id,order_date,product,category,city,channel,quantity,price,total_sales
1339,11-06-2025 17:00,Watch,Accessories,Chennai,Offline,5,33605,168025
1340,29-10-2025 02:00,Headphones,Electronics,Hyderabad,Online,1,7360,7360
1341,23-04-2025 00:00,T-shirt,Fashion,Delhi,Online,1,23852,23852
1342,24-11-2025 06:00,Shoes,Fashion,Delhi,Offline,1,10583,10583
1343,06-12-2025 19:00,Shoes,Fashion,Mumbai,Offline,4,45258,181032
1344,10-02-2025 11:00,T-shirt,Fashion,Mumbai,Online,4,44864,179456
1345,15-09-2025 00:00,Laptop,Electronics,Bangalore,Offline,3,3750,11250
1346,19-07-2025 03:00,T-shirt,Fashion,Pune,Online,4,32072,128288
1347,31-01-2025 13:00,Tablet,Electronics,Bangalore,Offline,4,41024,164096
1348,24-11-2025 10:00,Headphones,Electronics,Bangalore,Offline,3,15409,46227
1349,26-10-2025 01:00,Smartphone,Electronics,Chennai,Online,3,7994,23982
1350,04-09-2025 07:00,Tablet,Electronics,Hyderabad,Online,4,41738,166952
1351,09-05-2025 19:00,Shoes,Fashion,Mumbai,Offline,2,18646,37292
1352,18-03-2025 18:00,Backpack,Accessories,Chennai,Offline,1,25887,25887
1353,15-07-2025 00:00,Shoes,Fashion,Chennai,Online,1,26902,26902
1354,20-10-2025 02:00,Backpack,Accessories,Delhi,Offline,5,46118,230590
1355,30-06-2025 22:00,Watch,Accessories,Pune,Offline,4,28278,113112
1356,24-05-2025 22:00,Laptop,Electronics,Hyderabad,Offline,5,30392,151960
1357,14-08-2025 06:00,T-shirt,Fashion,Bangalore,Online,5,48303,241515
1358,30-03-2025 05:00,Headphones,Electronics,Chennai,Offline,5,6560,32800
1359,16-01-2025 19:00,Tablet,Electronics,Chennai,Offline,2,2312,4624
1360,22-03-2025 13:00,Backpack,Accessories,Hyderabad,Online,1,10194,10194
1361,28-11-2025 10:00,Watch,Accessories,Hyderabad,Offline,1,32763,32763
1362,22-02-2025 14:00,Tablet,Electronics,Hyderabad,Online,4,2291,9164
1363,04-01-2025 09:00,Tablet,Electronics,Delhi,Offline,2,8204,16408
1364,21-06-2025 20:00,Backpack,Accessories,Hyderabad,Online,3,44283,132849
1365,04-02-2025 13:00,Laptop,Electronics,Delhi,Offline,2,49464,98928
1366,21-09-2025 03:00,Headphones,Electronics,Mumbai,Offline,5,8349,41745
1367,15-09-2025 19:00,Tablet,Electronics,Mumbai,Online,5,9838,49190
1368,31-08-2025 11:00,T-shirt,Fashion,Pune,Online,5,8344,41720
1369,16-07-2025 07:00,T-shirt,Fashion,Chennai,Offline,1,32543,32543
1370,20-02-2025 19:00,Headphones,Electronics,Delhi,Offline,3,26862,80586
1371,04-05-2025 12:00,Headphones,Electronics,Delhi,Online,2,22052,44104
1372,23-04-2025 14:00,Watch,Accessories,Pune,Offline,4,39400,157600
1373,12-09-2025 13:00,Tablet,Electronics,Delhi,Online,3,44796,134388
1374,12-07-2025 01:00,T-shirt,Fashion,Pune,Online,2,6158,12316
1375,06-04-2025 00:00,Backpack,Accessories,Hyderabad,Online,2,32816,65632
1376,15-10-2025 01:00,Watch,Accessories,Chennai,Offline,4,8337,33348
1377,26-09-2025 18:00,Smartphone,Electronics,Mumbai,Offline,3,24661,73983
1378,13-10-2025 13:00,Laptop,Electronics,Hyderabad,Online,2,44875,89750
1379,31-05-2025 23:00,Tablet,Electronics,Bangalore,Offline,4,41689,166756
1380,31-05-2025 21:00,Backpack,Accessories,Delhi,Offline,3,23919,71757
1381,08-11-2025 03:00,Headphones,Electronics,Mumbai,Online,1,18493,18493
1382,10-08-2025 08:00,Headphones,Electronics,Hyderabad,Online,4,15111,60444
1383,25-04-2025 15:00,Shoes,Fashion,Chennai,Online,4,26866,107464
1384,25-08-2025 00:00,Laptop,Electronics,Pune,Online,1,44625,44625
1385,30-09-2025 12:00,Shoes,Fashion,Pune,Offline,4,11863,47452
1386,26-05-2025 09:00,Shoes,Fashion,Pune,Online,4,29623,118492
1387,14-04-2025 04:00,Backpack,Accessories,Delhi,Online,5,31493,157465
1388,16-01-2025 22:00,Shoes,Fashion,Bangalore,Offline,1,11661,11661
1389,13-05-2025 21:00,Watch,Accessories,Pune,Offline,5,31270,156350
1390,18-01-2025 12:00,Laptop,Electronics,Pune,Online,1,8218,8218
1391,02-08-2025 09:00,Laptop,Electronics,Chennai,Online,2,19926,39852
1392,09-10-2025 22:00,Shoes,Fashion,Hyderabad,Offline,4,12478,49912
1393,16-12-2025 18:00,Backpack,Accessories,Chennai,Offline,2,16872,33744
1394,31-01-2025 18:00,Smartphone,Electronics,Delhi,Offline,2,37038,74076
1395,08-01-2025 14:00,T-shirt,Fashion,Mumbai,Online,3,2563,7689
1396,03-12-2025 07:00,T-shirt,Fashion,Chennai,Online,2,8381,16762
1397,03-09-2025 18:00,Laptop,Electronics,Mumbai,Online,4,5137,20548
1398,23-08-2025 05:00,T-shirt,Fashion,Chennai,Online,1,20584,20584
1399,04-07-2025 15:00,Smartphone,Electronics,Hyderabad,Offline,2,17188,34376
1400,21-03-2025 19:00,Headphones,Electronics,Chennai,Offline,1,27150,27150
1401,06-09-2025 08:00,Laptop,Electronics,Delhi,Online,3,5156,15468
1402,17-03-2025 23:00,Headphones,Electronics,Mumbai,Offline,1,46200,46200
1403,08-11-2025 08:00,Watch,Accessories,Pune,Online,5,22815,114075
1404,20-07-2025 16:00,Watch,Accessories,Bangalore,Offline,2,21398,42796
1405,04-04-2025 19:00,Smartphone,Electronics,Hyderabad,Online,3,5558,16674
1406,07-11-2025 05:00,Tablet,Electronics,Delhi,Offline,3,8805,26415
1407,04-09-2025 14:00,Shoes,Fashion,Delhi,Online,1,12946,12946
1408,29-04-2025 06:00,T-shirt,Fashion,Hyderabad,Online,3,6949,20847
1409,27-11-2025 06:00,Headphones,Electronics,Bangalore,Online,2,2003,4006
1410,26-07-2025 17:00,Smartphone,Electronics,Bangalore,Offline,4,41764,167056
1411,09-03-2025 10:00,Watch,Accessories,Chennai,Offline,1,8511,8511
1412,03-05-2025 09:00,T-shirt,Fashion,Mumbai,Online,3,12815,38445
1413,27-09-2025 22:00,Watch,Accessories,Pune,Offline,1,29511,29511
1414,19-07-2025 23:00,Tablet,Electronics,Mumbai,Online,2,32310,64620
1415,08-04-2025 11:00,Backpack,Accessories,Hyderabad,Online,2,42970,85940
1416,28-08-2025 05:00,Backpack,Accessories,Bangalore,Online,3,3633,10899
1417,17-08-2025 14:00,Smartphone,Electronics,Mumbai,Offline,3,49004,147012
1418,19-07-2025 03:00,Tablet,Electronics,Delhi,Offline,2,32040,64080
1419,31-05-2025 10:00,Backpack,Accessories,Pune,Online,3,2298,6894
1420,29-12-2025 03:00,Headphones,Electronics,Delhi,Offline,1,16725,16725
1421,23-10-2025 15:00,Tablet,Electronics,Mumbai,Online,4,23719,94876
1422,04-11-2025 00:00,Backpack,Accessories,Chennai,Online,1,27983,27983
1423,24-12-2025 16:00,Laptop,Electronics,Hyderabad,Offline,3,14733,44199
1424,14-05-2025 22:00,Headphones,Electronics,Bangalore,Offline,1,36596,36596
1425,17-03-2025 23:00,T-shirt,Fashion,Bangalore,Offline,3,19053,57159
1426,16-10-2025 03:00,T-shirt,Fashion,Pune,Offline,2,21881,43762
1427,12-11-2025 12:00,T-shirt,Fashion,Mumbai,Offline,4,47026,188104
1428,26-12-2025 01:00,Smartphone,Electronics,Hyderabad,Online,3,22612,67836
1429,02-06-2025 16:00,Watch,Accessories,Delhi,Online,4,40453,161812
1430,31-07-2025 11:00,T-shirt,Fashion,Delhi,Offline,3,3460,10380
1431,19-06-2025 22:00,Backpack,Accessories,Chennai,Online,4,11561,46244
1432,06-09-2025 05:00,Tablet,Electronics,Chennai,Online,5,48739,243695
1433,11-11-2025 09:00,T-shirt,Fashion,Chennai,Online,4,10601,42404
1434,28-01-2025 04:00,Smartphone,Electronics,Chennai,Offline,4,6027,24108
1435,14-05-2025 18:00,T-shirt,Fashion,Hyderabad,Offline,5,49856,249280
1436,07-05-2025 17:00,Shoes,Fashion,Bangalore,Online,5,6359,31795
1437,15-03-2025 06:00,T-shirt,Fashion,Chennai,Offline,5,45534,227670
1438,26-11-2025 18:00,Shoes,Fashion,Bangalore,Online,1,30632,30632
1439,08-08-2025 13:00,T-shirt,Fashion,Hyderabad,Online,3,30015,90045
1440,18-05-2025 14:00,Watch,Accessories,Chennai,Offline,1,38084,38084
1441,04-10-2025 04:00,Laptop,Electronics,Bangalore,Offline,5,28771,143855
1442,26-01-2025 14:00,Tablet,Electronics,Hyderabad,Offline,2,27231,54462
1443,03-03-2025 06:00,Headphones,Electronics,Bangalore,Offline,4,31710,126840
1444,18-03-2025 11:00,T-shirt,Fashion,Bangalore,Offline,1,44103,44103
1445,14-10-2025 06:00,Watch,Accessories,Mumbai,Online,1,19182,19182
1446,16-10-2025 12:00,Watch,Accessories,Bangalore,Online,3,44377,133131
1447,14-02-2025 21:00,Shoes,Fashion,Bangalore,Offline,4,22383,89532
1448,31-03-2025 16:00,Laptop,Electronics,Mumbai,Online,4,4447,17788
1449,25-03-2025 21:00,Headphones,Electronics,Mumbai,Online,1,45418,45418
1450,12-04-2025 10:00,Smartphone,Electronics,Hyderabad,Offline,5,15224,76120
1451,02-02-2025 06:00,Watch,Accessories,Delhi,Offline,1,44021,44021
1452,04-11-2025 20:00,Laptop,Electronics,Bangalore,Offline,2,4871,9742
1453,31-07-2025 20:00,T-shirt,Fashion,Delhi,Online,3,49451,148353
1454,23-10-2025 20:00,Headphones,Electronics,Hyderabad,Offline,4,42175,168700
1455,05-08-2025 23:00,Smartphone,Electronics,Bangalore,Offline,1,35495,35495
1456,02-06-2025 22:00,T-shirt,Fashion,Mumbai,Offline,3,45755,137265
1457,27-11-2025 15:00,Watch,Accessories,Mumbai,Offline,5,29619,148095
1458,24-08-2025 03:00,Laptop,Electronics,Chennai,Offline,1,32286,32286
1459,17-04-2025 08:00,Shoes,Fashion,Mumbai,Offline,3,44452,133356
1460,25-06-2025 00:00,Smartphone,Electronics,Pune,Online,2,39808,79616
1461,20-03-2025 07:00,Smartphone,Electronics,Pune,Offline,2,21388,42776
1462,29-06-2025 09:00,Smartphone,Electronics,Delhi,Offline,1,47257,47257
1463,26-07-2025 11:00,Laptop,Electronics,Bangalore,Online,4,19041,76164
1464,14-08-2025 07:00,Headphones,Electronics,Pune,Offline,2,41305,82610
1465,21-10-2025 02:00,Laptop,Electronics,Bangalore,Online,2,12597,25194
1466,29-06-2025 02:00,T-shirt,Fashion,Hyderabad,Offline,2,3362,6724
1467,11-06-2025 13:00,Laptop,Electronics,Hyderabad,Online,5,9787,48935
1468,27-05-2025 00:00,Laptop,Electronics,Delhi,Offline,5,45960,229800
1469,16-07-2025 09:00,Watch,Accessories,Mumbai,Offline,3,8447,25341
1470,16-08-2025 07:00,Headphones,Electronics,Delhi,Offline,3,16807,50421
1471,24-04-2025 15:00,Watch,Accessories,Delhi,Offline,4,11468,45872
1472,04-05-2025 08:00,Headphones,Electronics,Delhi,Online,4,41735,166940
1473,01-10-2025 04:00,Laptop,Electronics,Mumbai,Online,4,17568,70272
1474,07-10-2025 02:00,Backpack,Accessories,Hyderabad,Offline,4,34175,136700
1475,15-02-2025 03:00,Backpack,Accessories,Chennai,Online,4,7771,31084
1476,03-01-2025 08:00,Headphones,Electronics,Bangalore,Online,2,25459,50918
1477,24-07-2025 13:00,Shoes,Fashion,Pune,Online,1,37510,37510
1478,25-12-2025 15:00,Laptop,Electronics,Pune,Offline,5,42444,212220
1479,12-01-2025 01:00,Shoes,Fashion,Bangalore,Offline,4,38294,153176
1480,12-04-2025 20:00,T-shirt,Fashion,Bangalore,Offline,1,4690,4690
1481,02-04-2025 10:00,Watch,Accessories,Delhi,Offline,1,30884,30884
1482,12-10-2025 07:00,Laptop,Electronics,Bangalore,Online,1,42194,42194
1483,13-01-2025 08:00,Tablet,Electronics,Hyderabad,Offline,4,5461,21844
1484,06-07-2025 13:00,Smartphone,Electronics,Delhi,Online,3,38338,115014
1485,26-03-2025 19:00,Laptop,Electronics,Pune,Online,1,29741,29741
1486,11-10-2025 17:00,Shoes,Fashion,Chennai,Offline,2,13056,26112
1487,20-11-2025 13:00,Headphones,Electronics,Pune,Offline,4,33166,132664
1488,03-03-2025 20:00,Laptop,Electronics,Mumbai,Offline,5,24994,124970
1489,09-07-2025 15:00,Headphones,Electronics,Mumbai,Offline,3,18705,56115
1490,05-01-2025 08:00,Backpack,Accessories,Hyderabad,Online,3,34975,104925
1491,26-08-2025 09:00,Watch,Accessories,Mumbai,Online,3,5803,17409
1492,12-07-2025 14:00,Headphones,Electronics,Chennai,Offline,5,10914,54570
1493,14-02-2025 18:00,Smartphone,Electronics,Bangalore,Online,1,43692,43692
1494,10-01-2025 02:00,Tablet,Electronics,Hyderabad,Online,4,1199,4796
1495,05-08-2025 17:00,Smartphone,Electronics,Delhi,Online,2,16032,32064
1496,06-06-2025 04:00,Backpack,Accessories,Bangalore,Online,2,29958,59916
1497,17-05-2025 16:00,Headphones,Electronics,Mumbai,Online,4,32359,129436
1498,01-05-2025 09:00,Laptop,Electronics,Delhi,Offline,1,30095,30095
1499,31-03-2025 20:00,Smartphone,Electronics,Mumbai,Offline,2,27347,54694
